text,aspect,sentiment,score
tidak dicancel,lainnya,negatif,1
bapak baik ramah banget dibantuin bawa barang trimakasih pak,lainnya,positif,5
ulas lengkap bangus percaya,lainnya,positif,5
lumayan jdi tidak sering gocek ojek pengkol makasih grab,lainnya,positif,5
tau dah sistem bgmna ngasih order,aplikasi,negatif,1
nyaman supir nyah ramah,keamanan,positif,5
oke oke,lainnya,positif,5
titik lokasi amburadul,lainnya,negatif,1
mantap profesional,lainnya,positif,5
gg update lokasi alamat,lainnya,negatif,1
sesuai pesan cepet,lainnya,positif,5
top up rm tanggal sekarang tanggal tak masuk buat report tak,lainnya,positif,1
sangat mudah aktifitas akuu sosoan sibuk sat set sampee oke bgtt lah,lainnya,positif,5
there is no driver,driver,positif,5
oke bngt,lainnya,positif,5
respon cepat sopir teladan,layanan,positif,5
bpk enak ajak ngobrol terimakasih pak,lainnya,positif,5
cepat aman,keamanan,positif,5
bagus bangetttt selalu tiap pesan grab bike selalu aja driver mudah overall semua driver baik suka semua,driver,positif,5
lama dtiver,lainnya,negatif,1
singgah tempat keluargs,lainnya,positif,5
nga bayar tunai ribet banget,lainnya,netral,3
baik mapsnya beberapa kali sen grab disasarin tempat sama padahal titik jelas baik,lainnya,positif,1
nyaman cepat hati hati,keamanan,positif,5
layan sangat nyaman komunikasi ramah mnyenangkan,keamanan,positif,5
aman terpecaya,keamanan,positif,5
driver ramah kurang paham jl,driver,positif,5
senang pakai aplikasi grab hari hari selalu dapat driver sangat baik sajauh,aplikasi,positif,5
sangt bantu,lainnya,positif,5
sangat buruk tidak jangkau lokasion sangat kecewa sllu kena cas ringgit belum apa makan hantu,lainnya,negatif,2
mksh bpk baik bngt,lainnya,positif,5
bayar banyak tidak sesuai aplikasi d aplikasi misal minta,aplikasi,negatif,2
skrg kok map grab suka muter in driverny gitu nunggu suka menit lohhh padahal siap berangkat drtd dong map buat driver baik mau kasih tau driver bingung tidak tau posisi asli driver lokasi asli driver suka beda map,driver,positif,1
ovopaylater sering pake buat delivery makan dinonaktifin jelas padahal bayar selalu jatuh tempo tidak pernah nunggak uninstall tidak mau pake grab or teraffiliasi grab,lainnya,negatif,1
mau pesan grab express aplikasi tumpang tidak layan express bagai mana aplikasi,layanan,positif,5
mohon maaf min ntah kalau dibandingin sama apk belah grab terlalu lama driver kagak mau ngambil sen,aplikasi,negatif,1
sarana transportasi mudah dpt cari murah ngantar kmna aja,lainnya,positif,5
jalan senang ramah driver,driver,positif,5
tidak hapus pesan driver grab,driver,negatif,1
jarang motor listrik beberapa motor beri jok tambah jadi tidak masalah senang kalau motor bebek karna pegang belakang motor jenis nmaxx teman tidak pegang bahaya perlu kencang pegang bingung pegang gelang tangan getar turun tambah kalau pakai celana bahan halus meleset terus belakang motor terlalu bagus buat ngojek motor bebek uda paling oke,lainnya,positif,4
aplikasi terlalu banyak iklan rusak aktifitas guna ponsel hapus aplikasi jelek,aplikasi,negatif,1
muarah cuman k,lainnya,positif,5
bagus baik ramah,lainnya,positif,4
sangat bantu tidak bonus kasih dong saran ovo,lainnya,positif,5
pesan makan jam tengah jam hampir tengah tidak antar antar driver dichat tidak dibales ditlp tidak angkat dekat tengah dicancel se enak kan kurang ajar,driver,negatif,1
terbang,lainnya,positif,5
layan baik muas,layanan,positif,5
s bagus,lainnya,positif,5
ketemu sodara sma diri,lainnya,positif,5
sangat baguuuuuuuuus,lainnya,positif,5
layan buruk konsumen adu konsumen abai grab cukup pakai aplikasi inj,layanan,negatif,1
antar oke ramah,lainnya,positif,5
parah aplikasi lot kalau buka padahal koneksi internet full,aplikasi,negatif,1
suka buat kesel kalau pagi pagi sekolah jam rumah ada jauh sama sekolah sen grab lama minta ampun bahkan sampe gaada grab makan waktu banget sekali dapet malah jauh ujung ujung cancel mau gamau pergi jalan kaki driver harap kalian aktif lebih awal biar anak anak rumah jauh mau sekolah jadi gampang tidak makan waktu,driver,negatif,2
banyak iklan aplikasi bang,aplikasi,negatif,1
godjob,lainnya,positif,5
sangat bagus sekali,lainnya,positif,5
cari driver lama pilih murah banyak cancel padahal jarak deket banget,driver,positif,1
sering banget loadingnya lama padahal sinyal bagus dong baik,lainnya,positif,1
buat akun baru tidak pesan makan karna metode bayar gagal terus,lainnya,negatif,1
driver buat kecewa kalau emang tidak mau ambil tidak mau nunggu tuh info bukan palahan buat customer nunggu bingung lebih seleksi dahh kalau driver begituu,driver,negatif,2
apk tidak fitur batalin pesan yaa waktu pernah pesan mitra antar saya tidak jemput jemput jam lebih ngebatalin pesan malah fiturnya gada sampe sampe penting datang tidak hadir gimana sihh ngebug kok sampe segitunyaa fitur batalin pesan tidak,aplikasi,negatif,2
alhamdulillah amanah,keamanan,positif,5
keren mantap end the best,lainnya,positif,5
moga tingkat,lainnya,positif,5
proses verivikasi lama,lainnya,negatif,1
perbaikin map,lainnya,positif,1
nyaman selamat,keamanan,positif,5
baik bug aplikasi,aplikasi,positif,1
sangat cepat ampe tuju mantul,lainnya,positif,5
asik engga kena macet karna lewat trotoar haha,lainnya,negatif,1
driver grabcar malas udah tunggu lama tinggal belok udah dekat malah dicancel,driver,negatif,1
ai chatnya tidak bantu,lainnya,positif,1
saat jam santai msh sulit dpt driver kondisi kh,driver,negatif,1
baru kali inih,lainnya,positif,5
oke sih,lainnya,positif,5
sabar,lainnya,positif,5
sangat bantu sering dadak pergi keluar,lainnya,positif,5
sen grabexpress barang tidak bayar potong lalu debit card report pihak grab laku kembali bayar ganti barang hilang jujur kecewa jelas kirim semua bukti barang hilang tidak milik bukti bayar anggap barang tidak harga padahal jelas barang bawa indonesia malaysia,harga,negatif,1
sangat bantu terkadang tak sesuai map baik,lainnya,positif,5
mahalllll,lainnya,negatif,1
alam senang moga depan lebih baik layan custumer,layanan,positif,5
kak dua kali aku pilih bayar via qris tpi app driver pke tunai gen z punya tunai enak banget,aplikasi,positif,4
aneh driver mogok gabisa dibatalin,driver,negatif,1
mantab gercep,lainnya,positif,5
aku malam senin keluarga ku pakein grab total asli akun tiba minta nomer keluarga aku kira mau hubung titik lokasi nyata tawar harga alas malam padahal jam minta tambah jadi hbs offline kan apk batal aku g tau tiba pihak keluarga g trima hubung kok tambah harga besar bngt hampir ribu gimana kok jadi kek gitu masak lapor aja g,harga,negatif,1
knp sih beda pd hp tidak,lainnya,positif,5
tolong pihak grab nuggu tengah jam grab car pesan malah tidak dateng kecewa banget sumpah kecewa banget udah gitu lama banget padahal kemaren tidak gin deh deh baik jangan buat kecewa orang udah nuggu nuggu lamaaaaaaaaa,lainnya,negatif,1
order makan lama banget abad tidak ambil,lainnya,negatif,1
terimakasih amanah antar castemer,keamanan,positif,5
kl gaada driver adain fitur batalin pls buang buang waktu,driver,negatif,1
b aja,lainnya,positif,4
sangat recommended,lainnya,positif,5
bnget,lainnya,positif,4
woi lah jadiin offline lah apk sayang duit ku buat beli paket data cuma buat apk grab hbs tu sisah gb hangus gitu aja sayang banget aku teh rintis bukan waris izinnn,aplikasi,positif,5
lebih hemat,lainnya,positif,5
top banget grab foodnya antar jarak lumyan jauh cepet banget panas layan ramah asik pokoknyaa,layanan,positif,5
excellent,lainnya,positif,5
aplikasi transportasi online tarif ramah kantong moga armada wilayah medan terus tambah mapping google terus baik,harga,positif,5
jelek tidak batalin pesan makan,lainnya,negatif,1
sekarang makin kesel aja nih greb lot banget astaga makin sini makin ngaco banget apk astaga parah banget sum,aplikasi,negatif,1
makas grab berkat apk jadi mudah sen makanann banyak voucher potong jugaa,aplikasi,positif,5
sesuai tepat waktu ramah,lainnya,positif,5
double order sangat ganggu order buat lama dapat driver pangkas kasi kasi tidak dapet hasil maksimal atur order dapet ongkos sama bukan potong dapat si driver kasi orng kerja udah buat lama pangkas hasil kerja,driver,negatif,2
pakai,lainnya,positif,5
percuma buat aplikasi kalau udah bagi desa jau kota tidak trima pesan udah naikin harga tidak terima,harga,negatif,2
lambat driver tidak cepet tanggep jadi males mau nginstall app,aplikasi,negatif,1
baru kali nemu driver mobil tidak sopan,driver,negatif,1
moga bagus,lainnya,positif,5
layan grab sangat baik muas,layanan,positif,5
konfirmasi lama banget gbisa dicancel,lainnya,negatif,1
x salah verif muka udah depan kamera pdahal layar hitam jadi gagal terus ribet si ni aplikasi cukup verif nomer hp email aja saran,aplikasi,negatif,1
orang baik ramah cekat,lainnya,positif,5
puas sangat baik cepat aman,keamanan,positif,5
ada youtube bantu,lainnya,positif,5
bagus n puas,lainnya,positif,5
mudah jalan banyak promonya,lainnya,positif,5
promo lebih murah kurang maksimal apa aplikasi kau berat ringkas menu tidak penting biar enteng fokus menu tuju,aplikasi,positif,5
kendara baik ramah,lainnya,positif,5
gbisa mesen idiottt mau senin luar pulau disetting semua muter mlu oas mesen,lainnya,negatif,2
jelas jelas komen pake google email buat komen buat login kata tidak nyambung payah,lainnya,negatif,1
mau pesan aja selfie apa coba mending shopee food pesan selfie,lainnya,negatif,2
kurang upgrade terus menganggu jalan susah buka aplikasi baik,aplikasi,negatif,1
amanah,keamanan,positif,5
kemudi sopan baik,lainnya,positif,5
benah map sering tidak update suka salah lurah camat tidak hanye rugi tumpang kemudi,lainnya,negatif,1
lokasi copy map grabmaps gaada dngo dngo,lainnya,negatif,1
alamat tidak kenal,lainnya,negatif,1
sangat kecewa layan pesan makan driver tidak pesan tidak batal akibat waktu buang saldo potong,layanan,negatif,1
baru nyoba,lainnya,positif,5
sangat mudah jalan,lainnya,positif,5
verifikasi nomor tlp login terlalu lama sekali coba beberapa kali tidak,lainnya,negatif,1
sangat bantu bermanfa at buat jalan,lainnya,positif,5
terus promo,lainnya,positif,5
ka scan bayar grab food x hasil awal x pending,lainnya,negatif,1
makin kesini makin buruk aplikasi driver datang lama posisi jauh logika order dasar posisi driver mana dekat malah jauh parah,aplikasi,negatif,1
lebih cepat efisien,lainnya,positif,5
tidak suka aplikasi tidak akses etik lengkap tidak masuk desa wonosari rt rw,aplikasi,negatif,1
good and simple thanks,lainnya,positif,5
mantabz,lainnya,positif,5
benci sama iklan muncul main game buat bug,lainnya,negatif,1
tunggu terlalu lama sampe telat jemput,lainnya,negatif,1
baik sopan,lainnya,positif,5
praktis mudah terpecaya aman,keamanan,positif,5
seleksi buat kendara umur calon driver ny sering banget dapet kendara sama driver ny ber umur jadi tidak bawa cepat,driver,positif,1
parah lama banget nemuin driver,driver,netral,3
susah nyari driver,driver,negatif,2
sekarang nyari grab buat gosend susah berjamjam baru dpet sen mkn lama ampun dah,lainnya,negatif,3
good jobs,lainnya,negatif,1
grab mudah jalan,lainnya,positif,5
sagat bagus karna mudah kan belanja,lainnya,positif,5
bagus suka mudah mudah diskon naik trus,lainnya,positif,5
sangat bantu manfaat,lainnya,positif,5
godd,lainnya,positif,5
cuman minta tambah fitur report driver suka cancel order customer enak kadang udah nunggu lama tiba cancel biar tau diri kalau tidak enak uninstall aja,driver,negatif,1
lokasi bodo,lainnya,negatif,1
baik semua,lainnya,positif,5
baru pake,lainnya,positif,5
mau login ajh susah baya eror hapus ajh booos,lainnya,negatif,1
non aktif kan fitur lelang soal tidak sesuai titik driver buat lama nunggu,driver,positif,5
aplikasi tolol,aplikasi,negatif,1
suka lama nemu kendaraanya,lainnya,positif,5
ganti hp email sama no hp sama masuk grab puluh kali tidak masuk buat baru tidak blokir no hp email ku grab alhamdulillah sekarang,lainnya,positif,4
alhamdulillah pak sopir antar selamat trims,lainnya,positif,5
apa masalah sekarang grab tidak topup cridit betul betul buat tinggi darah,lainnya,positif,1
terima kasih atas layan,layanan,positif,5
suka lelet saat lg urgent pdhl jaring bagus,lainnya,netral,3
mau buka grab malah muter terus jaring bagus baik mantap lah emang mantap malah muter,lainnya,positif,4
loading lama kadang error padahal pakai data,lainnya,negatif,1
aplikasi transportasi paling lelet se indonesia jelek tidak bsa dipake dlm ada darurat internet g lot minta ampun,aplikasi,negatif,1
driver sering batal,driver,negatif,1
mantap bnyk voucher thx,lainnya,positif,4
driver bad attitude banget,driver,negatif,1
tebantu,lainnya,positif,5
mantap mud ramah,lainnya,positif,5
verry food,lainnya,positif,5
layan mantap kemudi ramah mudah komunikasi supel gaul,layanan,positif,5
bagus sangat murah aku sen sosis kenjles aja murah cuman perak jir beneran sumpah,lainnya,positif,5
ongkirnya mahal,harga,negatif,4
sangat bad,lainnya,negatif,1
bagus luarbiasa,lainnya,positif,5
antar amanah,keamanan,positif,5
semua udah bagus si cuman kadang pelit banget kalau ngasi diskon buat gofood diskon rb,lainnya,positif,4
toling dong kalau driverx tidak jmput kabarin jangan lama nunggu chat tidak respon bingung maux apa,layanan,negatif,2
kirim cepat,lainnya,positif,5
bismillah moga amanah,keamanan,positif,5
customer sering salah alamat tlg baik interface aplikasi,aplikasi,positif,1
apik iki,lainnya,positif,5
apk kont,aplikasi,negatif,1
aplikasi kurang baik,aplikasi,negatif,1
nyamn pngmudi baik,lainnya,positif,5
bantu banget aplikasi sukak banget,aplikasi,positif,5
bagus senang,lainnya,positif,5
mantap cepat akurat,lainnya,positif,5
driver sopan tepat waktu,driver,positif,5
dar masuk tambah fitur ubah metode bayar jalan,lainnya,negatif,1
okeh lah,lainnya,positif,5
menu pesan mobil sama motor tidak,lainnya,negatif,1
pelanyanan baghs tepat waktu ramah,lainnya,positif,5
mantap moga sukses selalu,lainnya,positif,5
aplikasi dak kali tnggu jam ujung batal pihak dak komplain lg d mesan,aplikasi,negatif,1
aplikasi stuck tidak akses padahal jaring bagus pas buka maxim buka sosmed lancar jaya pas buka grab no respons terus aneh jadi gin akhir belum normal aja,layanan,positif,1
gadapet driver aplikasi kocak,aplikasi,negatif,1
sipp pokok,lainnya,positif,5
grab makasih buat diskon nyaa adain grab khusus perempuan terima kasih,lainnya,positif,5
lumayan bagus kalau driver baik,driver,positif,5
map suka ngaco driver jadi muter jadi nambah ongkos offline,driver,negatif,1
ngasi lapor mitra driver dapat laku buruk lama banget tindak grab,driver,negatif,1
apk kon jing,aplikasi,negatif,1
internet pakai semua aplikasi lancar lancar ajaa grab malah cek internett,aplikasi,negatif,1
makin kesini makin aneh susah cari driver kadang udah dapet driver malah dicancel dikerjain bilang udah sampe tau driver gaada malah gabisa dihubungin dong buat driver kalau emang gamau ambil order cancel jangan buat org nungguin malah gaada kabar,driver,negatif,1
cepet hemat,lainnya,positif,5
pagi sampe sore dipake gilir pas butuh banget hari sama tiba tidak jaring beberapa kali refresh pake wifi sama data tetep gabisa kata temen minta update udah update tetep aja bener dah,lainnya,netral,3
kelurga kalian mati lapar perlahan keluarga hancur tengah jadi miskin silah daftar jadi mitra grab jalan tuju neraka buka sini driver udah bayar ribu per hari order ajah tidak dapet uang ribu tetep makan sama grab grab sukses tambah angka miskin indonesia,driver,negatif,1
makin kesini makin banyak fitur bukan mudah malah nyusahin tiap order update alamat promo promo tidak mutu keluar trus,lainnya,positif,1
kenyang hebat sekali,lainnya,positif,5
sehat selalu sama keluarga bang,lainnya,positif,5
jujur gua sebel kalau sen grabfood pesan selesai tinggal antar tidak driver ngambil mana tidak ngechat owner restonya kan kasi pihak resto,driver,netral,3
