text,score
"pesan makanan dari jam setengah 7 sampai jam 8 hampir setengah 9 gak diantar-antar driver dichat gk dibales ditlp gak diangkat mendekati setengah 9 dicancel se'enaknya, kan kurang ajar",1
terbang,5
pelayanan yang baik dan memuaskan,5
s bagus,5
ketemu sodara sma² dr kediri,5
drivernya ramah,5
sangat baik,5
sangat baguuuuuuuuus,5
"pelayanan yang buruk terhadap konsumen , dan pengaduan konsumen di abaikan oleh grab cukup pakai aplikasi inj",1
top,5
ok,5
sangat membantu,5
puas,5
pengantar oke ramah,5
parah aplikasinya lemot kalo dibuka padahal koneksi internet full,1
sangat membantu,5
mantap,5
"suka bikin kesel kalo pagi pagi, harus di sekolah itu jam 6:30. Rumah keadaan jauh sama sekolah, pesen grab lamanya minta ampun bahkan sampe gaada grab dan itu makan waktu banget, sekalinya dapet malah jauh ujung-ujungnya di cancel. Mau gamau harus pergi jalan kaki, tolong untuk driver saya harap kalian bisa aktif lebih awal biar anak anak yang rumahnya jauh dan mau sekolah itu jadi gampang dan ga kemakan waktu.",2
tidak profesional,1
"kebanyakan iklan, aplikasi bang ke",1
godjob,5
Payah,4
sangat bagus sekali.,5
ok,5
"cari driver lama, pilih yang murah juga banyak yg cancel padahal jarak deket banget",1
Sering banget loadingnya lama padahal sinyalnya bagus tolong dong di perbaiki,1
buat akun baru tp gak bisa pesan makanan karna metode pembayaran gagal terus,1
"driver nya bikin kecewa, klo emang gak mau ambil gak mau nunggu tuh info bukan palahan bikin customer nunggu dan kebingungan, lebih di seleksi lagi dahh klo driver begituu",2
"kenapa di apk saya ga ada fitur batalin pesanan yaa?? waktu itu saya pernah pesan mitra antar, tapi sayanya ga di jemput jemput sampai 1 jam lebih, ingin ngebatalin pesanannya malah fiturnya gada sampe sampe hal penting yang harus saya datangi saya ga bisa hadir ini gimana sihh ngebug kok sampe segitunyaa fitur batalin pesanannya di saya ga ada",2
good,5
nice,5
Alhamdulillah amanah,5
bagus dan baik,5
Keren Mantap end The BEST,5
baik,5
semoga dapat di tingkatkan kembali ...,5
proses verivikasi lama,1
perbaikin lagi mapnya,1
berguna untuk saya,5
"nyaman,selamat",5
perbaiki bug aplikasinya,1
sangat cepat ampe tujuan mantul,5
Mantap 👍👍,5
membantu,5
asik engga kena macet karna lewat trotoar haha,1
"driver grabcar pemalas, udah ditunggu lama tinggal belok udah dekat malah dicancel!!!!",1
AI chatnya tidak membantu!!!,1
"disaat jam santai pun msh sulit dpt driver, pengkondisian KH???",1
bagus,5
tolol,1
sangat ramah,5
baru kali inih,5
oke sih,5
good👍,5
penyabar,5
sangat membantu bagi saya yg sering mendadak ingin pergi keluar,5
memuaskan,5
Mantap,5
"bagus,baik,ramah",5
grab oke🫰🫰,5
"saya pesen GrabExpress,,, tapi barang saya tidak sampai sementara pembayaran dipotong melalui debit card, dan saya report tapi pihak Grab hanya melakukan pengembalian pembayaran tanpa ada pergantian barang yang hilang jujur saya kecewa jelas saya sudah mengirimkan semua bukti bahwa barang saya hilang tapi karena saya tidak memiliki bukti pembayaran dianggap barang saya tidak berharga, padahal saya sudah jelaskan barang saya oleh-oleh yang dibawa dari Indonesia ke Malaysia",1
sangat membantu tapi terkadang tak sesuai map tolong di perbaiki lagi,5
mahalllll,1
sangat bagus,5
"Pengalaman yang menyenangkan, semoga ke depan lebih baik dalam pelayanan kepada custumer.",5
mantap,5
sangat membantu,5
"kak, ini kedua kali aku pilih bayar via qris tpi di app driver pke tunai. bagi gen z yang nggak punya tunai ini nggak enak banget",4
aneh driver mogok gabisa dibatalin,1
mantab gercep,5
👍👍👍👍✌,5
sangat membantu,5
bagus membantu,5
"aku semalam pesenin keluarga ku pakein grab total aslinya dari akun 155, tiba"" minta nomer keluarga aku kira mau menghubungi titik lokasi ternyata lagi tawar harga dengan alasan udh malam padahal masih jam 20.12 , minta tambahan jadi 250 , hbs itu di offline kan yang di apk di batalkan aku g tau tiba "" dari pihak keluarga yang g trima menghubungi saya kok tambahan harganya besar bngt hampir 100ribu , gimana ya , kok jadi kek gitu masak lapor aja g bisa",1
knp sih dibedakan pd hp ini tdk bisa?,5
sudah membantu sekali,5
tolonglah dari pihak grab kita udh nuggu setengah jam grab car udh pesan malah gak dateng² kecewa banget saya sumpah kecewa banget udah gitu lama banget padahal kemaren gak gini deh.tolong deh di perbaiki lagi jangan bikin kecewa orang udah nuggu nuggu lamaaaaaaaaa!!!!!!,1
"order makan lama banget seabad ga di ambil""",1
mantap,5
terimakasih telah amanah mengantarkan castemer,5
sangat puas,5
"kl gaada driver adain fitur batalin pls, buang buang waktu",1
bagus,5
b aja,4
baik,5
sangat recommended,5
ok bnget,4
"woi lah jadiin offline lah apk nya sayang duit ku buat beli paket data cuma buat apk grab hbs tu sisah 5gb hangus gitu aja sayang banget,aku teh perintis bukan pewaris #izinnn🙏🏼🙇🏼‍♂️",5
lebih hemat,5
top banget grab foodnya pengantaran jarak lumyan jauh cepet banget masih panas lagi pelayanannya ramah asik pokoknyaa,5
Excellent ⭐⭐⭐⭐⭐,5
Aplikasi transportasi online dgn tarif ramah di kantong. Moga armada utk wilayah medan terus bertambah+mapping google nya terus diperbaiki.,5
jelek gk bisa batalin pesanan makanan nya,1
trimakasih grab,5
LEMOT APLIKASI,1
"sekarang makin kesel aja nih greb lemot bgt astaga,,, makin sini makin ngaco bgt ini apk nya astaga parah bgt sumlah",1
baik,5
"makasi grab, berkat apk ini jadi mudah pesen makanann & banyak voucher potongan jugaa!!",5
sesuai dan tepat waktu ramah,5
terbaik,5
Double order sangat mengganggu karena orderan di buat lama dan pendapatan nya driver di pangkas kasian kasian tidak bisa dapet penghasilan maksimal aturan nya 2orderan dapet nya 2ongkos yg sama bukan memotong di pendapatan ke 2 si driver kasian orng kerja udah di bikin lama di pangkas pula hasil kerja nya.,2
sangat membantu,4
ingin memakai nya,5
"percuma bikin aplikasi,kalo udah bagian desa jau dari kota ga di trima pesanannya,udah di naikin harganya juga pada ga di terima",2
sangat bagus,5
The best,5
"lambat, driver gak cepet tanggep, jadi males mau nginstall app ini",1
baru kali ini Nemu driver mobil gak sopan,1
bagus,5
semoga bagus,5
bagus,5
mantap,5
pelayanan grab sangat baik dan memuaskan 👍,5
baguss,5
konfirmasi lama bgt tp gbisa dicancel,1
"3x salah verif muka, udah depan kamera pdahal tapi layar nya hitam jadi gagal terus, ribet amat si ni aplikasi. cukup verif nomer hp atau email aja saran",1
sangat baik,5
orang nya baik ramah dan cekatan,5
oke,5
puas sangat baik cepat aman 👌,5
dengan adanya youtube bisa membantu,5
bagus n puas,5
mantap,5
memudahkan perjalanan dan banyak promonya..,5
"PROMO LEBIH MURAH TAPI KURANG MAKSIMAL, KARENA APA!? APLIKASI KAU BERAT‼️ RINGKAS MENU YANG TIDAK PENTING BIAR ENTENG DAN FOKUS MENU TUJUAN",5
ok,5
top,5
Pengendara nya Baik dan Ramah,5
manfaat,4
baik,5
gbisa mesen idiottt mau pesenin utk luar pulau udh disetting semua muter2 mlu oas mesen,2
baik,3
jelas jelas komen pake google ini email ini yg buat komen tp buat login katanya gak nyambung payah,1
mau pesan aja harus selfie. apa coba mending shopee food bisa pesan tanpa selfie,2
kurang upgrade terus menganggu perjalanan susah buka aplikasi tolong perbaiki !!!,1
amanah,5
"pengemudi sopan,baik",5
baik,5
tolong dibenahi mapnya.. sering tidak update dan suka salah kelurahan dan kecamatan.. itu tidak hanye merugikan penumpang tapi pengemudi juga...,1
"lokasi copy dari map, tapi di grabmaps nya gaada, dngo dngo",1
alamat saya tidak bisa di kenali,1
sangat bagus,5
"Sangat kecewa dengan pelayanannya. Sudah pesan makanan, tapi driver tidak ada dan pesanan juga tidak bisa dibatalkan. Akibatnya waktu terbuang dan saldo sudah terpotong.",1
baru nyoba,5
sangat mempermudah perjalanan,5
verifikasi nomor tlp untuk login terlalu lama sekali. sdh coba beberapa kali tidak bisa2,1
sangat membantu dan bermanfa'at buat perjalanan.,5
mantap,5
mantap,5
good job,5
sopan,5
"terus promo ,",5
banyak bug,1
good,5
ok,5
bagus,5
mantap,5
bagusss,5
bagus,5
"ka, tolong saya scan pembayaran grab food 3X berhasil, awalnya yg 2X kepending",1
"Makin kesini makin buruk aplikasinya. Dapat driver datangnya lama karena posisi jauh. Logikanya yg dapat orderan itu berdasarkan posisi driver mana yg dekat, ini malah yg jauh2. Parah",1
lebih cepat dan efisien,5
👍,5
ramah,5
mantap,5
saya tidak suka aplikasi ini karena Saya tidak bisa mengaksesnya saya sudah mengetik dengan lengkap tapi tidak masuk dan saya dari desa Wonosari rt04 RW 04,1
"good and simple, thanks",5
ok,5
mantabz,5
Lebih Baik Lagi,5
"SY BENCI SAMA IKLAN YG MUNCUL SAAT MAIN GAME, BIKIN BUG",1
aplikasi bagus .,5
menunggu terlalu lama sampe telat di jemput,1
puas,5
baik sopan👍👍👍👍,5
oke,4
praktis mudah terpecaya aman,5
"tolong seleksi buat kendaraan dan umur calon driver ny, sering banget dapet kendaraan sama driver ny sudah ber umur jd gak bisa bawa cepat😡🤬🥵",1
parah lama banget nemuin driver nya,3
tepat waktu ramah,5
susah nyari driver,2
"sekarang nyari grab buat gosend susah bisa berjamjam baru dpet , pesen mkn jg lama , ampun dah",3
good jobs,1
grab mempermudah perjalanan,5
luar biasa,5
Sagat bagus karna memudah kan kita untuk belanja,5
👌👌👌,5
bagus saya suka mudahan mudahan diskon di naikan trus,5
sangat membantu dan bermanfaat,5
godd,5
"Saya cuman minta tambahkan fitur report driver yang suka cancel orderan customer seenaknya kadang kita udah nunggu lama tiba2 di cancel, biar mereka juga tau diri juga kalau ga seenaknya mereka saya uninstall aja ini",1
suka,5
mantap,5
LOKASINYA BODO,1
ok,5
sangat bagus,5
baik semuanya,5
sy baru pake,5
mau login ajh susah jika ke bayakan eror hapus ajh booos,1
oke oke,5
ga jelas 👎🏻,1
the best,5
"tolong non aktif kan fitur lelangan,soal nya tidak sesuai dengan titik driver bikin lama nunggu nya",5
aplikasi tolol,1
suka lama nemu kendaraanya,5
bagus,4
Sy ganti hp. Email sama. No hp sama. Tp sy masuk di grab puluhan kali gak bisa masuk. Buat baru jg gak bs. Seperti terblokir no HP dan email ku di grab. Alhamdulillah sekarang sudah bisa.,4
sangat baik,5
Alhamdulillah pak sopir yg mengantar dengan selamat TRIms🙏🙏🙏,5
apa masalah sekarang grab.. sampai tidak boleh sudah topup cridit betul betul bikin saya tinggi darah,1
terima kasih atas pelayanan nya.,5
bagus,4
suka lelet disaat lg urgent pdhl jaringan bagus,3
mau buka grab malah muter terus jaringan bagus juga perbaiki lagi mantap lah emang mantap malah muter,4
"Loading nya lama + kadang error, padahal sudah memakai data.",1
ok,5
"Aplikasi Transportasi paling LELET SE INDONESIA, Jelek! ga bsa dipake dlm keadaan darurat! internet udh 5G tapi Lemot nya minta ampun!!!!!",1
driver sering membatalkan,1
👍,5
"Mantap,, bnyk Voucher.thx ,🙏❤️",4
terbaik,5
driver nya bad attitude banget,1
amat tebantu,5
"mantap, pengemudinya ramah",5
verry food,5
keren,5
Pelayanannya mantap pengemudi ramah mudah berkomunikasi supel gaul.,5
bagus sangat murah aku pesen sosis kenjles aja murah cuman 500 perak jir beneran sumpah,5
ongkirnya mahal,4
𝑴𝒂𝒏𝒕𝒂𝒑,5
bagus👍,5
sangat bad,1
bagus luarbiasa,5
bagus banget,5
top,5
0ok,5
pengantaran amanah,5
"untuk semua nya udah bagus si,cuman kadang pelit banget kalo ngasi diskon buat gofood,saya dapat diskon hanya 3rb saja..",4
"toling dong kalau driverx gk bisa jmput di kabarin, jangan kita sudah lama nunggu, di chat gk respon bingung maux apa,",2
pengiriman cepat,5
"bismillah, semoga amanah.",5
"Customer saya sering salah alamat, tlg diperbaiki interface aplikasinya",1
Apik Iki,5
Apk kont,1
aplikasi ini kurang baik,1
ok,5
puas,5
nyamn pngmudi baik,5
bagus,5
membantu bgt aplikasi ini sukak bgt,5
bagus,5
bagus dan menyenangkan,5
sangat bagus,5
"mantap,, cepat dan akurat",5
Driver sopan dan tepat waktu,5
Baik,3
ok,5
sekedar masukan saja tolong tambahan fitur ubah metode pembayaran saat sudah di perjalanan,1
sangat membantu,5
okeh lah,5
bagus,5
kenapa menu pesan mobil sama motor tidak ada?,1
sangat bagus,5
pelanyanan baghs tepat waktu dan ramah,5
"mantap, semoga sukses selalu",5
sippp,5
markotop,5
aplikasi dak guna. 2 kali tnggu berjam2 ujung2nya pembatalan sepihak. dak bisa komplain LG d pemesanan,1
"aplikasi stuck ga bisa diakses padahal jaringan bagus, pas buka Maxim dan buka sosmed lancar jaya tapi pas buka grab no respons terus. aneh kenapa jadi gini akhir2 ini, sebelumnya normal aja",1
gadapet driver aplikasi kocak,1
bagus,5
sipp pokoknya,5
"Grab makasih buat diskon2nyaa, tolong adain grab khusus perempuan, terima kasih",5
mantap,5
Lumayan bagus kalo drivernya baik,5
luar biasa ok,5
"mapnya suka ngaco, driver jadi muter2 saya jadi nambah ongkos offline lagi",1
mantab,5
good,5
ngasi laporan ke mitra driver karena mendapat perlakuan buruk lama banget tindakannya dari grab,1
baik,5
good,5
apk kon jing,1
INTERNET DIPAKAI DI SEMUA APLIKASI LANCAR LANCAR AJAA SEDANGKAN DI GRAB MALAH CEK INTERNETT???,1
"Makin kesini makin aneh, susah cari driver kadang udah dapet driver pun malah dicancel, dikerjain dibilang udah sampe taunya driver nya gaada malah gabisa dihubungin tolong dong buat para driver kalo emang gamau ambil orderan cancel jangan bikin org nungguin dan malah gaada kabar",1
cepet dan hemat,5
good,5
"pagi sampe sore dipake masih bisa giliran pas butuh banget dihari yang sama tiba2 tidak ada jaringan beberapa kali refresh pake wifi sama data tetep gabisa, kata temen minta di update, udah di update tetep aja nggak bisa, bener2 dah",3
"jika ingin kelurga kalian mati kelaparan perlahan, berkeluarga hancur, yg menengah jadi miskin silahkan daftar jadi Mitra grab,,,, jalan menuju neraka terbuka disini,,, drivernya udah bayar 20 ribu per hari 1 orderan ajah gk dapet,,, uangnya yg 20 ribu tetep di makan sama grab,, grab sukses menambah angka kemiskinan di Indonesia",1
bagus dan aman,5
baik,5
"makin kesini makin banyak fitur, bukannya mempermudah, malah nyusahin. tiap order harus update alamat, promo promo gak mutu keluar trus,",1
baik & ramah,5
"saya kenyang, Hebat sekali.",5
ok,5
nice,5
Sangat Membantu,5
bagus,5
sehat selalu bersama keluarga bang,5
"jujur gua agak sebel klo pesen grabfood pesanan udh selesai tinggal diantar tapi gak ada driver yang ngambil, mana kita gak bisa ngechat owner restonya kan kasian juga untuk pihak resto,",3
baik ramah cepet dan cheapii,5
"mudah di pesan,sangat menguntungkan,perjalanan kemana pun jadi sangat membantu,cuma terkadang driver nya suka cancel sesukanya dan mungkin terlalu murah,TPI menurut saya walau pun murah diambil ajh kan bukan cuma 1 KLO di jalanin lumayan dari pada ga ada sama sekali.intinya grab ini menguntungkan untuk kami yg masih gaji di bawa UMR,perjalanan dgn harga minim.",5
"Bru kemarin update, udah update lagi 🤦 pindah ke gojek ajala",1
gak bisa login,1
pelayana bqik,3
Sangat Membantu,5
banyak manfaatnya dan sangat membantu,4
I like,5
ok,5
"sangat ,nyaman dan cepat ,ongkos murah,terima kasih grab,",5
ok,5
pelayanannya bagus ketika cuaca cerah tapi ketika hujan begini sangat lama pelayan nya mau di batalkan pun tidak bisa sangat menyusahkan,1
sekarang jarang ada promo,3
sangat cepat dan ramah terimakasih banyak,5
bagus,5
ok,5
gak bisa di instal,1
"saya isi kredit melalui online bank,, saldo bank dimakan, saldo grab gak nambah. aplikasinya nipu juga nih.",1
"Bagus, ¹⁶-05-2026",5
Bagus dan sangat membantu konsumen,5
"ini sangat membantu sekali buat yg mager keluar beli mkn,pesan di grab lebih mudah dn gampang",5
sangat terbantu,5
baik,5
"kecewa banget,,,saya ga order apapun tiba"" Ada notif pengambilan barang...coba saya tiba"" ada jadwal pengambilan/pengiriman..pdahalsaya ga pesan apapun,,di cancel juga ga bisa..kasian driver lho... tolong lah dibenahi lagi..biar ga merugikan driver & Costumer nya",2
bagus sih,5
bagus,5
menyenangkan menggunajan grab,5
aplikasi nya bagus,5
mantap,5
"kami terbantu banget,sukses buat Grab",5
perjalanan lebih cepat dan menyenangkan bersama grab,5
pelayanan yang baik,5
"repot banget harus ini harus itu, at least murah si harganya",2
tolong di perbarui untuk lokasi yg tak ada driver nya pesan dr td GK ada yg nyangkut KLO emang lokasi tak terjangkau harus nya ada notifikasi bukan suruh nunggu nunggu aja,1
👍,5
"saat menerima orderan apilkasi tidak dpt dibaca,dan saat menyelesaikan orderan aplikasinya muter2 saja,mohon bantuannya paman grab,karena cara kerjanya tidak bisa sat set",5
menurut ku pribadi ini cukup bagus tapi sayang banget metode pembayaran nya dikit,5
bagus dan pelayanan cepat,5
god aplikasi,5
good,5
DISURUH VERIF WAJAH TAPI BUKA KAMERA NYA AJA GA BISA BISA APLIKASI TOLOL,1
sangat membantu dalam hal apa pun 🙏🙏,5
good,5
"Terimakasih Grab, tau aja saya lagi butuh pekerjaan untung ada aplikasi Grab buat cari cuan",5
pesan dari tadi sampai sekarang belum datang sudah kelaparan !,1
kenapa sih lelet banget ngelag jaringan normal 5g bhkn tapi lemot banget ni apk gerammmm,1
sangat bgus,5
"aplikasi nya sangat bagus, saya pesan nasi goreng di antar nya ketoprak terus ketoprak nya pake mie ayam, tapi overall okee aplikasi nya sangat bagus",5
titik pengantaran jauh banget padal alamat udah bener...akhirnya saya yang bayar lebih ke ojolnya padahal apk nya yg bermasalah,1
lupa ganti,5
Baik,5
"Aplikasi aneh, pesanan tidak bisa dibatalkan padahal belum ada driver yang pick sampai 1 jam. Akhirnya saya tinggal pergi tp saldo ovo terpotong",1
"MAKSUDNYA APA, TANPA IZIN AMBIL OVOKU?!?! AKU PADAHAL GA BAYAR MERCHANT GRAB, TIBA TIBA LOGIN OVO SALDO TINGGAL DIKIT, EH KEBAYAR 24 RIBU... MAKSUDNYA APA?? SUDAH TAU GA ADA UANG, UANGNYA KUPAKE BAYAR TIKET KERETA!! AH KERE, KALO GINI AKU CARI PINJAMAN TOLOL",1
ok,5
mantap,5
good,5
bagus banget,5
minta update mulu.,1
mantap top,5
baik,5
mantap,5
makin ribet aturan nya,1
ok,5
wow,5
"bnyak banget driver yg dapet orderan gabungan klo pesen grab food ,kenapa ga ditindak lanjuti sih dri pihak grab??kan pada pake tuyul mereka",3
mmbantu,5
"drivernya banyak yang cuek ya.posisi ga bergerak,di hubungi ga ngangkat.ga semua sih.tapi agak sering ngalamin kaya gini",3
